,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,language,premise,choice1,choice2,question,label
1935,1935,1935,1935,1935,Italian,L'escursionista incontrò un serpente velenoso.,Si disidratò.,Andò in panico.,effect,1
1936,1936,1936,1936,1936,Italian,Il forno diventò bollente.,Avevo accesso il forno.,Avevo messo il piatto in forno.,effect,0
1937,1937,1937,1937,1937,Italian,Spremetti lo spicchio di limone.,Il limone ammuffì.,Il limone si spruzzò.,effect,1
1938,1938,1938,1938,1938,Italian,La nazione scoprì un nuovo territorio.,La nazione abbandonò il territorio.,La nazione colonizzò il territorio.,effect,1
1939,1939,1939,1939,1939,Italian,Il bicchiere si rovesciò dal tavolo.,Si frantumò su tutto il pavimento.,Atterrò su un mucchio di stracci.,effect,0
1940,1940,1940,1940,1940,Italian,Il tavolo oscillava.,Il pavimento era irregolare.,Il pavimento era scivoloso.,cause,0
1941,1941,1941,1941,1941,Italian,Il padre colse il figlio a mentire.,Suo figlio confessò la verità.,Il padre si fidò del figlio.,effect,0
1942,1942,1942,1942,1942,Italian,La testa dell'uomo pulsava di dolore.,Prese lo sciroppo per la tosse.,Prese l'aspirina.,effect,1
1943,1943,1943,1943,1943,Italian,Il treno rallentò.,Si avvicinava alla stazione.,Era in ritardo sulla tabella di marcia.,cause,0
1944,1944,1944,1944,1944,Italian,L'uomo passò attraverso una terapia.,Aveva casi di malattie mentali in famiglia.,Gli era stata diagnosticata la depressione.,cause,1
1945,1945,1945,1945,1945,Italian,La donna si afferrò la gola.,Aveva ingoiato del cibo.,Si era strozzata con il cibo.,cause,1
1946,1946,1946,1946,1946,Italian,La donna aveva la gola infiammata.,La sua voce suonava rauca.,Parlava con un po' di accento.,effect,0
1947,1947,1947,1947,1947,Italian,Il cane adocchiò la bistecca succulenta in tavola.,Sbavò.,Si sdraiò.,effect,0
1948,1948,1948,1948,1948,Italian,Gli affari della donna avevano successo.,Licenziò i suoi impiegati.,Diventò ricca.,effect,1
1949,1949,1949,1949,1949,Italian,Gli studenti uscirono dalla classe.,La campanella era suonata.,La maestra aveva dato i compiti.,cause,0
1950,1950,1950,1950,1950,Italian,La donna sosteneva di aver visto un fantasma.,I suoi conoscenti espressero il loro scetticismo.,I suoi conoscenti le dimostrarono empatia.,effect,0
1951,1951,1951,1951,1951,Italian,L'uomo perse il suo udito.,Era quasi affogato nell'oceano.,Era stato quasi ucciso da un'esplosione.,cause,1
1952,1952,1952,1952,1952,Italian,Il bambino lasciò andare il filo del palloncino.,Il palloncino si sgonfiò.,Il palloncino si sollevò in aria.,effect,1
1953,1953,1953,1953,1953,Italian,L'uomo perse l'abilità di parlare.,Aveva avuto un infarto.,Aveva fatto un respiro profondo.,cause,0
1954,1954,1954,1954,1954,Italian,La donna inciampò sul marciapiede.,C'era una fessura nel cemento.,Sentì chiamare il proprio nome.,effect,0
1955,1955,1955,1955,1955,Italian,L'uomo fece un tuffo a bomba in piscina.,Il bagnino si buttò dentro dopo di lui.,L'uomo infradiciò il bagnino.,effect,1
1956,1956,1956,1956,1956,Italian,Presi degli antibiotici.,La mia infezione guarì.,La mia infezione si diffuse.,effect,0
1957,1957,1957,1957,1957,Italian,Il semaforo diventò giallo.,L'autista spinse il pedale del freno.,L'autista suonò il clacson.,effect,0
1958,1958,1958,1958,1958,Italian,Il contenitore di plastica si sciolse.,Immersi il contenitore nell'acqua fredda.,Misi il contenitore sui fornelli caldi.,cause,1
1959,1959,1959,1959,1959,Italian,La macchina si era ammaccata.,Il guidatore aveva colpito un palo del telefono.,Il guidatore era passato col rosso.,cause,0
1960,1960,1960,1960,1960,Italian,Il ragazzo studiò tutta la notte.,Saltò l'esame.,Passò l'esame.,effect,1
1961,1961,1961,1961,1961,Italian,Il ragazzino si avvinghiò al bordo piscina.,Aveva paura di imparare a nuotare.,Il bagnino era in servizio.,cause,0
1962,1962,1962,1962,1962,Italian,Misi la mano sul petto.,Sentii il battito del mio cuore.,La frequenza cardiaca accelerò.,effect,0
1963,1963,1963,1963,1963,Italian,L'edificio adiacente al mio ufficio era in costruzione.,Il mio ufficio era affollato.,Il mio ufficio era rumoroso.,effect,1
1964,1964,1964,1964,1964,Italian,La famiglia voleva conoscere i loro nuovi vicini.,La famiglia invitò i vicini a cena.,La famiglia salutò i vicini dal giardino.,effect,0
1965,1965,1965,1965,1965,Italian,Dell'acqua schizzò fuori dalla piscina.,La nuotatrice si era tuffata in piscina.,La nuotatrice galleggiava in piscina.,cause,0
1966,1966,1966,1966,1966,Italian,Mangiai una fetta di anguria.,Ingoiai un seme accidentalmente.,Mi scheggiai un dente accidentalmente.,effect,0
1967,1967,1967,1967,1967,Italian,Il ragazzo inciampò.,La cerniera della sua giacca era aperta.,I lacci delle sue scarpe erano slegati.,cause,1
1968,1968,1968,1968,1968,Italian,La donna indossò le cuffie.,Era distratta dal rumore.,Si era fatta i buchi alle orecchie.,cause,0
1969,1969,1969,1969,1969,Italian,Riempii la mia bottiglia d'acqua.,Avevo bevuto tutta l'acqua.,L'avevo tenuta in frigorifero.,cause,0
1970,1970,1970,1970,1970,Italian,Lo spettacolo televisivo fu censurato.,Conteneva del linguaggio volgare.,Aveva una trama complicata.,cause,0
1971,1971,1971,1971,1971,Italian,La nave naufragò.,L'equipaggio annegò.,L'equipaggio incontrò dei pirati.,effect,0
1972,1972,1972,1972,1972,Italian,Il ragazzo era perplesso circa l'indovinello.,Risolse l'indovinello.,Richiese un indizio.,effect,1
1973,1973,1973,1973,1973,Italian,Il telefono squillò.,L'uomo riattaccò il telefono.,L'uomo rispose al telefono.,effect,1
1974,1974,1974,1974,1974,Italian,La donna mi stava fissando.,La abbracciai.,Mi sentii a disagio.,effect,1
1975,1975,1975,1975,1975,Italian,Il gruppo se ne andò dal museo.,Avevano scattato foto della mostra.,Avevano visto tutte le opere.,cause,1
1976,1976,1976,1976,1976,Italian,L'uomo inizò a litigare con me.,Il mio amico mi presentò all'uomo.,Il mio amico mi difese.,effect,1
1977,1977,1977,1977,1977,Italian,La gomma della mia bici era a terra.,Pompai aria nella gomma.,Cambiai marcia.,effect,0
1978,1978,1978,1978,1978,Italian,La ragazza appariva pallida.,Suo padre le raccontò una storia.,Suo padre le sentì la fronte.,effect,1
1979,1979,1979,1979,1979,Italian,La penna aveva finito l'inchiostro.,Usai una matita.,Firmai con il mio nome.,effect,0
1980,1980,1980,1980,1980,Italian,All'uomo fu rifiutato un prestito.,Era indebitato.,Aveva avviato un'impresa.,cause,0
1981,1981,1981,1981,1981,Italian,La ragazze restò a casa da scuola.,Aveva la varicella.,Si divertiva ad imparare la matematica.,cause,0
1982,1982,1982,1982,1982,Italian,Il cestino dell'immondizia era pieno.,Lo buttai nel cassonetto.,Lo scaricai giù per il lavandino.,effect,0
1983,1983,1983,1983,1983,Italian,Passai l'aspirapolvere sul tappeto.,Il mio compagno di camera aveva rovesciato un cocktail.,Il mio cane aveva perso dei peli.,cause,1
1984,1984,1984,1984,1984,Italian,L'uomo andò su tutte le furie.,Spense il computer.,Lanciò una sedia attraverso la stanza.,effect,1
1985,1985,1985,1985,1985,Italian,La ragazza lanciò un ramoscello nel falò.,Il ramoscello bruciò.,Il fuoco si estinse.,effect,0
1986,1986,1986,1986,1986,Italian,L'uomo uscì dalla doccia.,Era finita l'acqua calda.,Non trovava un asciugamano.,cause,0
1987,1987,1987,1987,1987,Italian,I genitori volevano che i loro figli andassero all'università.,Misero da parte un fondo di risparmi per la retta.,Incoraggiarono i figli a giocare all'aperto.,effect,0
1988,1988,1988,1988,1988,Italian,L'uomo si slacciò le scarpe.,Le scarpe si allentarono.,Le scarpe si usurarono.,effect,0
1989,1989,1989,1989,1989,Italian,L'uomo mangiò metà del primo.,Refrigerò gli avanzi.,Memorizzò la ricetta.,effect,0
1990,1990,1990,1990,1990,Italian,La mia caviglia era gonfia.,Ci misi sopra del ghiaccio.,Ci strofinai sopra della lozione.,effect,0
1991,1991,1991,1991,1991,Italian,La porta del mio ufficio era aperta.,Parlai al collega alla mia scrivania.,Sentii per caso la conversazione nella sala.,effect,1
1992,1992,1992,1992,1992,Italian,Dovevo aspettare in fila.,Mi misi a sedere.,Sfogliai una rivista.,effect,1
1993,1993,1993,1993,1993,Italian,L'uomo schiacciò la mosca.,La mosca ronzò via.,La mosca rimase immobile.,effect,0
1994,1994,1994,1994,1994,Italian,L'uomo scrisse un testamento.,Stava morendo.,Era vedovo.,cause,0
1995,1995,1995,1995,1995,Italian,Il corridore avvertì che il rivale lo stava raggiungendo.,Abbandonò la gara.,Accelerò il ritmo.,effect,1
1996,1996,1996,1996,1996,Italian,Riflettei sul problema con cura.,Chiesi consiglio.,Intuii una soluzione.,effect,1
1997,1997,1997,1997,1997,Italian,Il viaggiatore camminò sul ponte sospeso traballante.,Si sentiva terrorizzato.,Si sentiva estatico.,effect,0
1998,1998,1998,1998,1998,Italian,L'uomo aveva previsto la vittoria della squadra.,Si incontrò con i suoi amici per guardare la partita.,Fece una scommessa con i suoi amici.,effect,1
1999,1999,1999,1999,1999,Italian,Il ragazzo non riusciva ad addormentarsi.,Puntò la sveglia.,Contò le pecore.,effect,1
2000,2500,2500,2500,2500,Swahili,Kifaa kilikuwa kimefungwa kwenye mfuko vibofu.,Kikuwa nyepesi kuvunjika.,Kilikuwa kidogo.,cause,0
2001,2501,2501,2501,2501,Swahili,Niliiacha mitupu mifuko yangu.,Nilikipata tena kipande cha tiketi.,Niliona silaha.,effect,0
2002,2502,2502,2502,2502,Swahili,Mchwa walivamia nyumba.,Mchwa waliondoka kutoka kwenye nyumba.,Mchwa walikula kupitia mbao ndani ya nyumba.,effect,1
2003,2503,2503,2503,2503,Swahili,Wasafiri wamefika mpakani.,Afisa doria alikagua pasi zao za kusafiria.,Afisa doria aliwatuhumu wao kwa kupenyeza magendo.,effect,0
2004,2504,2504,2504,2504,Swahili,Ofisi ilikuwa imefungwa.,Ilikuwa ni siku ya mapumziko.,Ilikuwa nikipindi cha kiangazi.,cause,0
2005,2505,2505,2505,2505,Swahili,Msichana alipungua nguvu.,Alicheza drafti.,Aliruka kamba.,cause,1
2006,2506,2506,2506,2506,Swahili,Mwanamke amepoteza nafasi yake kwenye mstari.,Watu zaidi waliingia kwenye mstari.,Alitoka nje ya mstari.,cause,1
2007,2507,2507,2507,2507,Swahili,Msichanfinya pua yake.,Mtoto alitoka mate kinywani mwake.,Mtoto alichafua nepi yake.,cause,1
2008,2508,2508,2508,2508,Swahili,Bendi ilipiga nyimbo yake ipendwayo.,Hadhira walipiga makofi kufuatia muziki.,Hadhira walisikiliza kwa upole na ukimya.,effect,0
2009,2509,2509,2509,2509,Swahili,Msichana alitaka kumshukuru mwalimu wake wa  hesabu.,Msichana alibakia kizuizini baada ya shule.,Msichana alimletea tofaa mwalimu wake.,effect,1
2010,2510,2510,2510,2510,Swahili,Mpiga kambi mdogo alihisi woga.,Mshauri wao wa kambi aliwambia kuhusu hadithi za mzuka.,Walizichoma mashmalo katika moto wa kambi.,cause,0
2011,2511,2511,2511,2511,Swahili,Mwanamme alijigonga kichwa chake.,Alipotea kwenye mawazo.,Alipoteza fahamu.,effect,1
2012,2512,2512,2512,2512,Swahili,Hundi nilioiandika imedunda.,Akauti yangu ya benki ilikuwa tupu.,Nimepata ongezeko la mshahara.,cause,0
2013,2513,2513,2513,2513,Swahili,Kisanduku pokezi cha barua pepe ya mwanamme kilijaa barua taka.,Alifuta barua taka.,Alituma barua pepe ya halaiki.,effect,0
2014,2514,2514,2514,2514,Swahili,Baharia alikuwa ametengwa.,Alikuwa amegundulika kuwa na ugonjwa.,Amepona kutoka kwenye ugonjwa.,cause,0
2015,2515,2515,2515,2515,Swahili,Yule msichana alihifadhi msimbo kwenye akili.,Aliukariri.,Alisahau kuuandika chini.,effect,0
2016,2516,2516,2516,2516,Swahili,Nilimimina maji kwenye gilasi.,Maji yalizima kiu yangu.,Maji yalikuwa yamejaa.,effect,1
2017,2517,2517,2517,2517,Swahili,Mwanamme alibakia kimya wakati rafiki yake alipomaliza kuongea.,Alitaka kumpatia rafiki yake msaada.,Alikuwa akifikiria kuhusu maneno ya rafiki yake.,cause,1
2018,2518,2518,2518,2518,Swahili,Ajali ilikuwa ni kosa langu.,Nilijihisi mwenye hatia.,Nilipeleka mashitaka.,effect,0
2019,2519,2519,2519,2519,Swahili,Mkufu ulikuwa mbali mbali.,Mkufu ulizongwa kuzunguka tairi.,Kulikuwa na kiungo kilichovunjika katika mkufu.,cause,1
2020,2520,2520,2520,2520,Swahili,Wanandoa waliamua kuafikiana.,Walikuwa wamechoka na mabishano.,Walikimbia kujadili tatizo.,cause,0
2021,2521,2521,2521,2521,Swahili,Mwanamke ameamua kuendesha afisi ya umma.,Aliajiri meneja wa kampeni.,Alishuhudia ndani ya mahakamani.,effect,0
2022,2522,2522,2522,2522,Swahili,Mwanamme alitarajia hali ya hewa ya baridi katika safari yake.,Alipanga nguo za joto ndani ya sanduku lake.,Alisafiri pamoja na sanduku kubwa.,effect,0
2023,2523,2523,2523,2523,Swahili,Mwanafunzi alijua jibu la swali.,Aliinua mkono wake.,Hakujishughulisha.,effect,0
2024,2524,2524,2524,2524,Swahili,Macho ya mwanamme yalitokwa na machozi.,Vumbi lilingia ndani ya macho yake.,Alivaa miwani juu ya macho yake.,cause,0
2025,2525,2525,2525,2525,Swahili,Mchezaji alishinda michezo kumi kwenye safu.,Mpinzani wake alimtuhumu yeye kwa udanganyifu.,Mpinzani wake alimuonea huruma yeye.,effect,0
2026,2526,2526,2526,2526,Swahili,Mwalimu alichana mtihani wa mwanafunzi.,Alimkamata mwanafunzi akifanya udanganyifu.,Majibu ya mwanafunzi yalikuwa sio sahihi.,cause,0
2027,2527,2527,2527,2527,Swahili,Nilisita kuacha kuongea.,Nilipoteza sauti yangu.,Nilikosa pumzi.,cause,1
2028,2528,2528,2528,2528,Swahili,Chakula kilichogandishwa kiliyeyuka.,Nilikiweka kwenye mikrowevu.,Nilikifunika na karatasi yaplastiki.,cause,0
2029,2529,2529,2529,2529,Swahili,Muajiriwa alighushi kuumwa.,Alikuwa na matatizo ya tumbo.,Alitaka siku ya mapumziko.,cause,1
2030,2530,2530,2530,2530,Swahili,Msichana aliteremka ndani ya bwawa.,Alikimbia juu ya ukingo wa bwawa.,Aliruka kutoka kutoka katika bao la kupigia mbizi.,cause,1
2031,2531,2531,2531,2531,Swahili,Tiketi za filamu zimeuzwa zote.,Ilikuwa ni siku ya uzinduzi wa filamu.,Filamu lipata maoni mabaya.,cause,0
2032,2532,2532,2532,2532,Swahili,Mwanamme amepungua uzito.,Watu wanamtenga yeye.,Watu wanampongeza yeye.,effect,1
2033,2533,2533,2533,2533,Swahili,Mikono ya msichana ilikuwa na malengelenge.,Alichapa barua.,Aliparamia kamba.,cause,1
2034,2534,2534,2534,2534,Swahili,Mchezaji sarakasi alihadaa wakati anaendesha baiskeli ya ringi moja.,Watazamaji walimshangiria kwa mshangao.,Mwanasarakasi alining'ininia kutoka kwenye pembea.,effect,0
2035,2535,2535,2535,2535,Swahili,Nimepoteza uvumilivu wangu.,Rafiki yangu alinifanya nimsubiri.,Rafiki yangu alifika kwa wakati.,cause,0
2036,2536,2536,2536,2536,Swahili,Nchi zinazopigana zilitaka amani.,Zilitengeneza silaha za nyuklia.,Zilijadiliana mkataba.,effect,1
2037,2537,2537,2537,2537,Swahili,Mwanamme alitumia madawa ya usingizi.,Amekuwa mwenye kusinzia.,Alipata homa.,effect,0
2038,2538,2538,2538,2538,Swahili,Mwanamke aligongwa na kiti.,Mguu wa kiti ukafunguka.,Aliumiza goti lake.,effect,1
2039,2539,2539,2539,2539,Swahili,Mvulana alibinya puto.,Bofu lilichomoka.,Bofu liliruka juu.,effect,0
2040,2540,2540,2540,2540,Swahili,Wasafiri walikagua ndani ya chumba chao cha hoteli.,Walifungua mizigo yao.,Walikwenda uwanja wa ndege.,effect,0
2041,2541,2541,2541,2541,Swahili,Niliuma fyulisi.,Fyulisi iliumia.,Juisi ilimwagika.,effect,1
2042,2542,2542,2542,2542,Swahili,Mkono wangu umekuwa unanatanata.,Nimekula donati.,Nilipata chakula chenye utamu.,cause,0
2043,2543,2543,2543,2543,Swahili,Nilisukuma mlango.,Mlango ulifunguka.,Mlango ulijifunga.,effect,0
2044,2544,2544,2544,2544,Swahili,Wanaharakati waligomea bidhaa.,Bidhaa zilikuwa zilipimwa kwa ajili ya kuthibitisha ubora.,Bidhaa zilikuwa zikitengenezwa kupitia ajira kwa watoto.,cause,1
2045,2545,2545,2545,2545,Swahili,Nilitoboa tundu kwenye ukuta.,Panya alitambaa kutoka nje ya tundu.,Vumbi lilipeperuka kutoka katika tundu.,effect,1
2046,2546,2546,2546,2546,Swahili,Mwanamke alimuonea wivu dada yake.,Dada yake alikuwa na furaha.,Dada yake alipewa talaka.,cause,0
2047,2547,2547,2547,2547,Swahili,Nilijimwagia mvinyo juu ya shati langu.,Nilivaa aproni.,Nilibadili shati yangu.,effect,1
2048,2548,2548,2548,2548,Swahili,Mshika fedha alifungua vitabu vya fedha.,Mteja alitafuta pochi yake.,Mteja alimkabidhi yeye pesa.,cause,1
2049,2549,2549,2549,2549,Swahili,Mwanamuziki anaetumbuiza babarani alivutia umati.,Watu walimpa yeye sarafu.,Aliuondoshea mbali umati.,effect,0
2050,2550,2550,2550,2550,Swahili,Mvulana mdogo alimlilia mlezi wake.,Alitamani kuona wazazi wake.,Ulikuwa wakati wa kula.,effect,0
2051,2551,2551,2551,2551,Swahili,Rada ya rubani iligundua dhoruba.,Rubani aliondoa kutoka kwenye dhoruba.,Rubani aliruka kuielekea dhoruba.,effect,0
2052,2552,2552,2552,2552,Swahili,Mti uliangusha majani yake.,Majani yalibadilika rangi.,Majani yalikusanyika chini.,effect,1
2053,2553,2553,2553,2553,Swahili,Mvulana alikuwa katika hali ya utukutu.,Aliamua kucheza karata pamoja na dada yake.,Aliamua kucheza mchezo wa mzaha na dada yake.,effect,1
2054,2554,2554,2554,2554,Swahili,Mtoto alisikitika kuwa anataka kwenda chooni.,Baba yake alimpa yeye sada na kinywaji.,Baba alisimamisha gari kwenye kituo cha kuuza mafuta.,effect,1
2055,2555,2555,2555,2555,Swahili,Mtoto alinyunyiza chakula cha samaki ndani ya tangi.,Samaki waliruka kutoka nje ya tangi.,Samaki waliogelea kuelekea chakula.,effect,1
2056,2556,2556,2556,2556,Swahili,Mtazamo wa kisiasa wa  mwanamke ulibadilika.,Alibadili mahusiano ya chama chake.,Alijihusisha na mgomo.,effect,0
2057,2557,2557,2557,2557,Swahili,Sinki la chooni lilikuwa limeziba.,Nilifungua bomba.,Niliingiza kifaa cha kusafishia ndani yake.,effect,1
2058,2558,2558,2558,2558,Swahili,Abiria walitoka nje ya kwenye treni.,Treni liliwasili kituoni.,Treni ilipiga king'ora.,cause,0
2059,2559,2559,2559,2559,Swahili,Mawanamme alishindilia chini bawa la bahasha lenye unyevunyevu.,Aliweka stempu juu ya bahasha.,Aliifunga bahasha.,effect,1
2060,2560,2560,2560,2560,Swahili,Marafiki walipoteza mawasiliano.,Walifurahia kuwa karibu ya kila mmoja wao.,Walihama katika miji tafauti.,cause,1
2061,2561,2561,2561,2561,Swahili,Mhasibu alishindwa kusimamia fedha za kampuni.,Aliondolewa kwenye nafasi yake.,Alikwenda kwenye likizo ya kujifungua.,effect,0
2062,2562,2562,2562,2562,Swahili,Niliangalia saa.,Nilisikia mlio wa saa.,Nilitaka kujua ni saa ngapi.,effect,1
2063,2563,2563,2563,2563,Swahili,Mkono wangu uliuma.,Niliandika insha kwa mkono.,Mimi na mke wangu tulishikana mikono.,effect,0
2064,2564,2564,2564,2564,Swahili,Komeo lilikaza.,Nilibadilisha komeo.,Niliviringa bisibisi.,effect,1
2065,2565,2565,2565,2565,Swahili,Wanandoa walisaini mkataba wa kodi kwa ajili ya fleti.,Wanandoa walihamia kwenye fleti.,Baraza la mji waliifelisha nyumba.,effect,0
2066,2566,2566,2566,2566,Swahili,Mwanamke alikaa nje kwenye baraza.,Alitaka kuangalia jua likizama.,Alifikiria aliona radi.,cause,0
2067,2567,2567,2567,2567,Swahili,Mwanamme alivaa jaketi la kujiokolea.,Hakuweza kuogelea.,Maji yalikuwa ya kina kifupi.,cause,0
2068,2568,2568,2568,2568,Swahili,Mwanamke alifanya makosa ndani ya kichakata matini.,Alifuta waraka.,Alibonyeza kitufe cha cha kurudi nyuma.,effect,1
2069,2569,2569,2569,2569,Swahili,Msichana alijisifu kwa rafiki zake.,Alipata daraja baya.,Alishinda shindano.,cause,1
2070,2570,2570,2570,2570,Swahili,Bustani lilikuwa na matope.,Kulinyesha usiku.,Lilikuwa limejaa magugu.,effect,0
2071,2571,2571,2571,2571,Swahili,Mwanamke alilala sana.,Alibakia hotelini usiku.,Alisahau kurekebisha saa yake ya kengele.,cause,1
2072,2572,2572,2572,2572,Swahili,Mwanamme amepaka losheni ya kujikinga na jua.,Alikaa kwenye kivuli.,Alikwenda ufukweni.,cause,1
2073,2573,2573,2573,2573,Swahili,Watafiti walithibitisha nadharia.,Watafiti waliifuta nadharia.,Watu waliikubali nadharia.,effect,1
2074,2574,2574,2574,2574,Swahili,Mashabiki kwenye mechi walizomea.,Mechi ilikwenda ndani ya muda wa ziada.,Refa alifanya maamuzi mabovu.,cause,1
2075,2575,2575,2575,2575,Swahili,Niliingiza namba za siri kwenye kufuli.,Nilifunga kufuli.,Kufuli ilifunguka.,effect,1
2076,2576,2576,2576,2576,Swahili,Umati uliongezeka.,Baba alimpa mwana wake pesa.,Baba aliukamata mkono wa mwanawe.,effect,1
2077,2577,2577,2577,2577,Swahili,Barafu ilikuwa imezuia njia.,Nilikusanya theluji kuwa mpira wa theluji.,Niliondoa theluji kutoka kwenye njia.,effect,1
2078,2578,2578,2578,2578,Swahili,Wapiga makasia walipiga makasia yao.,Kayak ilifika ufukweni.,Kayak iligonga wimbi.,effect,0
2079,2579,2579,2579,2579,Swahili,Msichana alipoteza muelekeo wa baiskeli yake.,Aliachia usukani.,Alijigonga kwenye ukuta.,effect,1
2080,2580,2580,2580,2580,Swahili,Niliwasha feni.,Maji yalinimwagikia juu ya ngozi yangu.,Nilihisi hewa baridi ikinipitia juu yangu.,effect,1
2081,2581,2581,2581,2581,Swahili,Wachejazi baharini walirudi pwani.,Walijawa na unyevunyevu wa maji.,Waliona papa.,effect,1
2082,2582,2582,2582,2582,Swahili,Nilivuta plugi ya bomba katika beseni la kuogea.,Maji yalichuruzika kwenye beseni.,Maji yalitawanyika kwenye sakafu.,effect,0
2083,2583,2583,2583,2583,Swahili,Mume alijihisi mwenye makosa kuhusu kumlangai mkewe.,Alimtuhumu yeye kwa kukosa uaminifu.,Alikiri uzizi wake kwake.,effect,1
2084,2584,2584,2584,2584,Swahili,Wino kwenye bango ulipakaa.,Nilisubiri wino ukauke.,Nilimaga maji juu ya bango.,cause,1
2085,2585,2585,2585,2585,Swahili,Mtoto aliamka akilia.,Alipata ndoto mbaya.,Alirovya kitanda.,cause,0
2086,2586,2586,2586,2586,Swahili,Mvulana aliweka miguu yake juu ya meza.,Baba yake alikaa chini ya meza.,Baba yake alimkemea.,effect,1
2087,2587,2587,2587,2587,Swahili,Rafiki yangu aligeuza kichwa upande wangu.,Niliita jina lake.,Nilipunga mkono.,cause,0
2088,2588,2588,2588,2588,Swahili,Serikali iliwakandamiza raia wake.,Raia walipanga uasi.,Raia walijiandikisha kupoga kura.,effect,0
2089,2589,2589,2589,2589,Swahili,Mvulana alipotea ndani ya msitu.,Aliweka hema.,Alipiga kelele kwa ajili ya msaada.,effect,1
2090,2590,2590,2590,2590,Swahili,Mwanamke alisafiri nchi za nje.,Alitaka kujifunza jinsi ya kuchora.,Alitaka kujifunza kuhusu utamaduni mwengine.,cause,1
2091,2591,2591,2591,2591,Swahili,Mwanamme alikuwa na wivu na mfanyakazi mwenziwe.,Mfanyakazi mwenziwe alipandishwa cheo.,Mfanyakazi mwenziwe alifanya kazi hadi usiku mkubwa.,cause,0
2092,2592,2592,2592,2592,Swahili,Mwanamme alishudia viumbe kutoka sayari nyengine.,Alikuwa akiwazia mambo ya kufikirika.,Alikuwa akivuta tafakuri.,cause,0
2093,2593,2593,2593,2593,Swahili,Nywele za mwanamme ziligeuka rangi ya dhahabu.,Aliweka blichi ndani yake.,Aliweka shampuu ndani yake.,cause,0
2094,2594,2594,2594,2594,Swahili,Msanii alibuni kazi mpya.,Aliikosoa kazi yake iliyopita.,Alijicikia kupata motisha.,cause,1
2095,2595,2595,2595,2595,Swahili,Mtoto wa kiume alihama kutoka nyumbani.,Alikuwa amefunguzwa kutoka jeshini.,Alikuwa anakwenda chuo.,cause,1
2096,2596,2596,2596,2596,Swahili,Vitabu vilianguka kwenye kabati la vitabu.,Rafu zilikuwa zimefunikwa na vumbi.,Tetemeko la ardhi lilitikisa kabati la vitabu.,cause,1
2097,2597,2597,2597,2597,Swahili,Umeme ndani ya nyumba yangu umezima.,Niliwasha taa.,Nilirekebisha fyuzi.,effect,1
2098,2598,2598,2598,2598,Swahili,Tulibebwa na chombo kwenye hifadhi ya pumbao.,Chombo hili lilitisha.,Chombo hili lilifurahisha.,effect,1
2099,2599,2599,2599,2599,Swahili,Mfuko wa bisi ulianza kuchomoka.,Nilimimina siagi ndani ya mfuko.,Niliipasha moto ndani ya maikrowevu.,cause,1
2100,2600,2600,2600,2600,Swahili,Mti ulianguka katika waya wa umeme.,Umeme ulizima katika mtaa.,Utabiri ulitabiri upepo mkali.,effect,0
2101,2601,2601,2601,2601,Swahili,Msemaji alitoa maoni ya kisiasa yasiyo sahihi.,Aliwachosha hadhira.,Aliwaudhi hadhira.,effect,1
2102,2602,2602,2602,2602,Swahili,Nilijichoma mwenyewe kwa pini.,Matone ya jasho yalitiririka kutoka usoni mwangu.,Tone la damu lilichomoza kwenye kidole changu.,effect,1
2103,2603,2603,2603,2603,Swahili,Samaki allielea juu ya uso wa pipa.,Alikuwa na njaa.,Alikuwa amekufa.,cause,1
2104,2604,2604,2604,2604,Swahili,Sauti ya mwanamme  kavu.,Amepata mafua.,Ameacha sigara.,cause,0
2105,2605,2605,2605,2605,Swahili,Mlango wa lifti ulifunguka.,Lifti ilifika kwenye sakafu iliyochaguliwa.,Lifti iliganda katikati ya sakafu.,cause,0
2106,2606,2606,2606,2606,Swahili,Kijana alijipenyeza ndani ya nyumba kifichoficho.,Aliwadanganya wazee wake.,Wazee wake walimzuia asitoke.,cause,1
2107,2607,2607,2607,2607,Swahili,Choo kilijaa maji.,Choo kilifurika sana.,Tanki ya kupashia maji moto iliharibika.,cause,0
2108,2608,2608,2608,2608,Swahili,Mbwa mdogo alikaa karibu na mmiliki wake.,Mmiliki alimuweka kidani mbwa mdogo.,Mmiliki alimuweka mbwa mdogo kwenye mnyororo.,cause,1
2109,2609,2609,2609,2609,Swahili,Mwanamme alipata mfanano wake.,Alisimama chini ya mti uliosambaa.,Alisimama katika ziwa lililotulia.,cause,1
2110,2610,2610,2610,2610,Swahili,Nimekosa simu ya rafiki yangu wa kike.,Nilimpigia tena yeye.,Nilionana nae kwa chakula cha usiku.,effect,0
2111,2611,2611,2611,2611,Swahili,Familia ilipekuwa kwenye mtaa.,Mbwa alikimbia nyumbani.,Vito ghali vilikuwa vimepotea nyumbani kwao.,cause,0
2112,2612,2612,2612,2612,Swahili,Niliona pumzi zangu nilipotoa pumzi.,Hali ya hewa ilikuwa ya kutulia.,Kifua kilihisi kubana.,cause,0
2113,2613,2613,2613,2613,Swahili,Waajiriwa waliunda shirikisho.,Walitaka mazingiza mazuri ya kufanya kazi.,Muajiri wao aliongeza mshahara.,cause,0
