,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,language,sentence1,sentence2,label
6558,8558,10558,10558,Japanese,オルト (Olt) 川はルーマニアのセゲス (Seghes) 川の支流。,セゲシェ（Segheș）川はルーマニアのオルト（Olt）川の支流である。,0
6559,8559,10559,10559,Japanese,モントリオール・スターズはクラークソン・カップでミネソタ・ホワイトキャップス (WWHL) を 3 - 1 で下して優勝しました。,モントリオール・スターは 3 -- 1 でミネソタ・ホワイトキャップス に勝ち、クラークソン・カップを獲得しました (WWHL),1
6560,8560,10560,10560,Japanese,星は不自然なグループを表す。さらに「G」が有限の場合は、代数の双対同型が存在する。,スターが代数双対群を呼び出すと、「G」が有限の場合に、自然でない同形が存在します。,0
6561,8561,10561,10561,Japanese,引退後、クレメネツ（Krzemieniec）にそのまま残り、その地で最期を遂げた。,引退後、彼はクレメネツで亡くなり、そこに残っています。,0
6562,8562,10562,10562,Japanese,また、次のコードは ADL なしでも機能することに注目すべきである (ADL はいずれの場合も適用される)。,次のコードは ADL なしでも機能することは注目に値する (ADL はいずれの場合も適用される)。,1
6563,8563,10563,10563,Japanese,この航空路線はアイルランディアによって開設されたもので、ビバコロンビア、ライアンエアー、アレジアント、ビバアエロバス、およびタイガーエアーという他の航空会社 5 社によっても開設されています。,航空会社はアイルランドが設立し、他の航空会社 5 社、つまりビバコロンビア、ライアンエアー、アレジアント航空、ビバアエロバスとタイガーエアも立ち上げました。,1
6564,8564,10564,10564,Japanese,ブンゴーマのローマ カトリック教区は、ケニアのブンゴーマの教会管区内でキスム市にある教区です。,ブンゴーマ・ローマ - カトリック教区はケニア、ブンゴーマの教会管区にある、キスムの町にある教区です。,1
6565,8565,10565,10565,Japanese,日曜日については、グラスゴー行きは 1 時間ごとにありますが、エディンバラとダンブレーン行きはありません。,日曜日には、エディンバラ行きは 1 時間おきにありますが、グラスゴー行きはありません。,0
6566,8566,10566,10566,Japanese,Buccinum pulchellum は、海巻貝の一種であり、エゾバイ科の真性腹足綱動物です。,Buccinum pulchellumは、カタツムリの一種、エゾバイ科の海洋腹足類軟体動物、ウェルクである。,0
6567,8567,10567,10567,Japanese,マルティン・ダムとラデク・ステパネクは、ファイナルでヨナス・ビョルクマンとファブリス・サントロに 6 -- 2、6 -- 4 で勝ちました。,マルティン・ダムとラデク・ステパネクは決勝でヨナス・ビョルクマンとファブリス・サントロと対戦し、6 : 2、6 : 4 のスコアで勝利した。,1
6568,8568,10568,10568,Japanese,アルストンは、1965 年 12 月 21 日にメリーランド州オクソンヒルで生まれ、コネチカット州ニューヘブンの高校に通った。,オールストンは 1965 年 12 月 21 日にコネチカット州ニューヘイブンで誕生。メリーランド州オクソンヒルのオクソン・ヒル高校に通った。,0
6569,8569,10569,10569,Japanese,最初の曲「エヴリィ・モーニング」は、最後の曲「モーニング」のアコースティックギター バージョンです。,最後のトラック「毎朝」は、最初のトラック「朝」のアコースティック ギター版です。,0
6570,8570,10570,10570,Japanese,イーガンは選手のキャリアをオーストラリアでスタートさせたが、ビクトリア州リーグのフランクストン・シティでプレーするためにスコットランドに移住した。,キャリアの始めにはオーストラリアでプレーしていましたが、スコットランドに移住し、ビクトリア州リーグのフランクストン・シティでプレーしました。,1
6571,8571,10571,10571,Japanese,表面がゼロの一定のガウス曲率を有するとき、それは展開可能な表面であり、そして表面の幾何学的形状はユークリッド幾何学的形状である。,ガウスの曲率が定数 0 である表面は、展開可能な表面であり、その表面の形状はユークリッド幾何学です。,1
6572,8572,10572,10572,Japanese,ソニ・ソリが自分の身の安全についての心配を法廷で訴えたにもかかわらず、彼女はダンチュワーダのチャッティースガル州警察での拘留へと送られました。,裁判所でソニ・ソリは自身の安全が脅かされていると訴えかけたにもかかわらず、ダンチュワーダのチャッティースガル州警察の刑務所に移送された。,1
6573,8573,10573,10573,Japanese,そして、テクソマ湖のワシタ川の腕の部分を横切ります。,その後、ワシタ川のテクソマ湖の入り江で合流します。,0
6574,8574,10574,10574,Japanese,クダワは、ネパール南東部のバラ地区のナラヤニ地域にある村と村の開発委員会である。,クダワ (Kudawa) は、ネパール南東部のバラ (Bara) 地区のナラヤニ地域にある村と村の開発委員会である。,1
6575,8575,10575,10575,Japanese,サンタクルーズ・カウンティはカリフォルニア州スコッツバレーのサンタクルーズ・スカイパークにある空港です。,サンタクルーズ スカイパークは、カリフォルニア州サンタクルーズ郡のスコッツバレーにある空港でした。,0
6576,8576,10576,10576,Japanese,彼の映画のうち 14 本のテーマを収めた CD が、2008 年にフィリップ パワーズによって発行され、1M1 レコードによって製造されました。,彼の映画のうち 14 本のテーマ曲を集めた CD が、フィリップ・パワーズにより 2008 年に制作され、1M1 レコードから公開されました。,0
6577,8577,10577,10577,Japanese,モーリー・イェストンがスコアを作り、ウィリアム・ホワイトナーが振り付け、カンザス シティ バレエ団がアート デレクターを担当しました。,このスコアは、モーリー・イェストンが作曲し、カンザスシティ・バレエの芸術監督ウィリアム・ホワイトナー（William Whitener）が振り付けを担当した。,1
6578,8578,10578,10578,Japanese,チャック・レイニー（アレサ・フランクリンとマーヴィン・ゲイの最初のベーシスト）は BIT の電気ディレクターだった。,チャック・レイニー (アレサ・フランクリンとマービン・ゲイの初期ベーシスト) は BIT のエレクトリック・ディレクターでした。,1
6579,8579,10579,10579,Japanese,ドッティ (Dotty) は 1923 年にボストンで誕生し、2014 年にグロスターで死去した。,ダティは 1923 年、グロスターで誕生し、2014 年にボストンで死亡しました。,0
6580,8580,10580,10580,Japanese,開局時、BBC テレビのディレクターはデービッド ニクソンで、最初の番組はスタジオ 3 のジェラルド ビードルによる「ファースト ナイト」であった。,最初に開設されたとき、ディレクターは BBC - TV のジェラルド・ビードルで、最初の放送はスタジオ・スリーにおけるテービッド・ニクソンによる『ファースト・ナイト』でした。,0
6581,8581,10581,10581,Japanese,農家がアームストロングに勝利 - ウェズリー ロブ候補は 180 票を獲得し、選挙後職にとどまりました。,農民はアームストロング候補のウェズリー・ロブを 180 票で敗北させ、選挙後も拘留された。,1
6582,8582,10582,10582,Japanese,彼らは、シェパートン、ジーロング、およびメルボルンでライブショーを演じて、かなりの成功を収めました。,彼らはそれなりの成功を収め、シェパートン、ジーロング、メルボルンでライブ ショーを行いました。,1
6583,8583,10583,10583,Japanese,以下のレビューでは、ショーの最高評価が赤、最低評価が青のエピソードで表示されます。,下記の評価表では、番組エピソードの最高評価を赤、最低評価を青で示してある。,1
6584,8584,10584,10584,Japanese,彼は、1967 年 NBA ドラフトで 7 巡目にフィラデルフィア・セブンティシクサーズによって指名されました (全体で 77 番目)。,彼は、1967 年の NBA のドラフトで、7 順目にフィラデルフィア・セブンティシクサーズから選択されました (全体では 77 番目の指名)。,1
6585,8585,10585,10585,Japanese,英国では 2008 年 1 月 28 日に Angular Recording Corporation から、米国では 2008 年 3 月 18 日にドミノ・レコーズからリリースされた。,イギリスでは 2008 年 1 月 28 日に Angular Recording Corporation から、アメリカでは 2008 年 3 月 18 日にドミノ・レコーズから出版された。,1
6586,8586,10586,10586,Japanese,ロンゴはニュージャージー州ベイヨンで誕生し、ニュージャージー州ジャージーシティのマリスト高校とロード・アイランド大学に通いました。,ロンゴはニュージャージー州ジャージーシティに誕生し、ニュージャージー州ベイヨンのマリスト高校とロード・アイランド大学に通いました。,0
6587,8587,10587,10587,Japanese,J. クロロラジカル -- 大気中の遊離塩素はメタンとも反応します。,J. 塩素ラジカル -- 大気中の遊離塩素もメタンと反応する。,1
6588,8588,10588,10588,Japanese,最後に「ウェスタン レプブリカン」の中で彼は、オハイオ州での最初となるプロ植物学者による植物収集の 1 つを出版しました。,彼は最終的に、『ウエスタン・リパブリカン』の中で、専門の植物学者によってオハイオで最初に作成された植物学コレクションを出版しました。,1
6589,8589,10589,10589,Japanese,リーは、イタリア、ロシア、ギリシャ、フランス、インドネシア、ギリシャでプロとして活躍してきた。プエルトリコ、ポルトガル、インドネシアでは全国制覇した。,彼はプロとしてイタリア、ロシア、ギリシャ、フランス、インドネシアでプレーし、プエルトリコ、ポルトガル、インドネシアでは全国選手権で優勝しました。,1
6590,8590,10590,10590,Japanese,1983 年 4 月 20 日、ジャクソンビル海軍基地に配属された C-131 型機キューバは、グアンタナモ海軍基地に墜落し 13 名が死亡しました。,1983 年 4 月 30 日、キューバの NAS グアンタナモ湾に配属された C-311 は NAS ジャクソンビルで墜落し、13 人の命が失われました。,0
6591,8591,10591,10591,Japanese,ナージロブ川はルーマニアのナージロベル川の支流です。,ネアジロフ川は、ルーマニアのネアジロフ川の支流です。,1
6592,8592,10592,10592,Japanese,その植物には薬効成分があり、南アジアの伝統薬と伝統的な漢方薬に使用されています。,植物は薬効を持っていることがあり、南アジアの伝統的な漢方薬および伝統薬に使用されてきた。,0
6593,8593,10593,10593,Japanese,ミルコブ川は、ルーマニアのディルコブ川の右側の支流です。,ミルコブ川はルーマニアを流れるディルコブ川の支流です。,1
6594,8594,10594,10594,Japanese,例外は 2005 年後半と 2009 年、スウェーデンのカールスタード・ユナイテッド BK、セルビアの FK ボラク・チャチャク、ロシアの FC テレク・グロズヌイとの試合です。,ただし、2005 年～ 2009 年の期間だけは国外クラブに移籍し、スウェーデンのカールスタッド・ユナイテッド BK（Carlstad United BK）、セルビアの FC テレク・グロズヌイ（FC Terek Grozny）、ロシアの FK ボラチャチャク（FK BoracČačak）に在籍していた。,0
6595,8595,10595,10595,Japanese,ケープ・ドンは、ジブラルタル副総督のサー・フィリップ・パーカー・キング将軍への敬意を込めて、1818 年にジョージ・ドンに名付けられました。,ドン岬（Cape Don）は、ジブラルタルの副総督であったジョージ・ドン卿への敬意を表して、1818 年にフィリップ・パーカー・キングにより命名された。,0
6596,8596,10596,10596,Japanese,3 年後、彼はハーネンクレーで開催された欧州選手権の同じ競技で、西ドイツに銀メダルをもたらしました。,3 年後、西ドイツで開催されたヨーロッパ選手権で、ハーンエンクレーの同じイベントにおいて、銀メダルを獲得した。,0
6597,8597,10597,10597,Japanese,彼らは、アルバムの 5 枚目シングルとして 6 月 13 日にアルバムの 2 曲目「Vices」もリリースしました。,また、6 月 13 日には、アルバム「ヴァイシーズ (悪徳の悦び) 」の 2 枚目のシングルとして 5 曲目をリリースしました。,0
6598,8598,10598,10598,Japanese,キャボット・トレイルのエピソードは、東海岸沿いのペギーズ・コーブやノバスコシア州の高地など、ケープ・ブレトン島のロケ地で撮影された。,キャボット トレイルの物語はケープ・ブレトン、海岸ノバスコシアのペギーズ・コーブや高原で撮影されました。,1
6599,8599,10599,10599,Japanese,ビンセント ゴールズボローは、1997 年 10 月 3 日に建築家ロバート ゴールズボローとウィルマ（旧名ジャナック）ゴールズボローとの間に、シカゴで生まれる。,ロバート・ゴールズボロは 1937 年 10 月 3 日、建築家のロバート・ヴィンセント・ゴールズボロとウィルマ (ヤナク) の息子としてカナダで誕生しました。,0
6600,8600,10600,10600,Japanese,ユーハン・ルードヴィーグは、デンマークの首相になろうとしたヨハン・ゲオルク・ホルステインと、ビューロー家のイーダ・フレデリッケ・ヨアキムの息子でした。,ヨーハン・ルートヴィッヒは、デンマークの総理大臣になったヨハン・ゲオルク・ホルスタインとビューロー家のイーダ・フレデリッケ・ヨアヒムの息子です。,1
6601,8601,10601,10601,Japanese,これは、1983 年に建築家ジョン・バーギー (大学同窓生) とフィリップ・ジョンソンによって設計されました。,1983 年に建築家フィリップ・ジョンソン（大学の卒業生）とジョン・バーギーが設計した。,0
6602,8602,10602,10602,Japanese,第 99 偵察隊はアージェント・フューリー（Urgent Fury）を支持。その実効後、グレナダのスターリン主義政権は政権を奪われた。,その実効直後、第 99 偵察隊はアージェント・フューリーを支持。グレナダのスターリン主義政権は政権を奪われた。,1
6603,8603,10603,10603,Japanese,アルファロはガス室での死刑を宣告された 3 人目の女性であり、その判決が出た時点では、カリフォルニア州初の女性死刑囚であった。,アルファロはガス室での死刑を宣告された最初の女性であり、判決の時点でカリフォルニア州で 3 番目の女性死刑囚だった。,0
6604,8604,10604,10604,Japanese,ヘンリーへの忠誠の報酬として、彼はサウス・ウェールズの豊かな土地と多数のオフィスを手に入れました。,ヘンリーへの忠誠心への見返りとして、彼は南ウェールズに金になる土地と多くのオフィスを手に入れました。,1
6605,8605,10605,10605,Japanese,三相女神という新たな宗教観は、ウィッカの現在の動向の中心的な役割を担っています。,三女神 (triple goddess) という新しい宗教観念は、ウィッカ (Wicca) の新たな活動において中心に据えられるものである。,0
6606,8606,10606,10606,Japanese,マッカーシーは、カリフォルニア州サンフランシスコで生まれましたが、4 歳の時に両親と共にオークランドに移住しました。,マッカーシーはオークランドで誕生したが、4 歳のときに両親と共にカリフォルニア州サンフランシスコに移住した。,0
6607,8607,10607,10607,Japanese,メンバーには、アンリ・バーベット（Henri Barbet）、レオン・タラボット（Léon Talabot）、ウジェーヌ・シュナイダー（Eugène Schneider）、ジュール・ホシェット （Jules Hochet）が含まれていた。,メンバーはウジェーヌ・シュネデール、レオン・タラボット、ヘンリ・バーベット、ジュール・オシェでした。,1
6608,8608,10608,10608,Japanese,このチームは、1953 年にオーストラリア ツアー、1959 年 8 月にはアジア ツアーをしました。,また、チームは 1953 年にアジア、1959 年 8 月にはオーストラリアにも遠征しています。,0
6609,8609,10609,10609,Japanese,強磁性体から常磁性体への相転移は、継続的で、二次的である。,強磁性体から常磁性体への相転移は 2 番目で、連続的な順序になります。,0
6610,8610,10610,10610,Japanese,それは、コーネリアス・グリネル・ベイに位置しているバフィン島沖合の島です。,それはコーネリアス・グリネル・ベイにある、バフィン島沖合の島です。,1
6611,8611,10611,10611,Japanese,ヴァレ・ルイ・ランバ川またはシモン川はルーマニアのロム側の支流です。,バラエ・ルイ・ランバ川または「ユンク」イモン川は、ルーマニアのロム川の支流です。,0
6612,8612,10612,10612,Japanese,フランク・ジェームスは、地元のドリュー・ロブス軍に召集された分離独立会社に加入し、1861 年 8 月にウィルソンズ・クリークの戦いに従軍しました。,フランク・ジェームズは、分離派の企業に入り、地元のドリュー・ロブス軍に雇われ、1861 年 8 月にウィルソンのクリークの戦いに参戦した。,1
6613,8613,10613,10613,Japanese,1958 年から、メルクスはウィーン音楽院でヴァイオリン、ヴァイオリンの歴史、ヴィオラ、バロック音楽の演奏法の教授を務めました。,1958 年以降、メルクスはウィーン音楽アカデミーでバイオリン、アンティーク バイオリン、ビオラ、バロック演奏の教授を務めた。,1
6614,8614,10614,10614,Japanese,宮崎駿監督と長年の同僚、高畑勲は、『アニメージュ』の元編集者である鈴木敏夫の指示の下で、自分たちのスタジオを作ることができた。,また、これにより宮崎駿監督と長年にわたって彼の相棒となってきた高畑勲が、旧「アニメージュ」編集者、鈴木敏夫の監督のもとで独自のスタジオを作ることが可能になりました。,1
6615,8615,10615,10615,Japanese,過去の秘書には、アリソン・ムリソン、スコットランド園芸へのサービス提供により MBE を受けたトム・マボット、ジョン・マクレナン、およびジョン・マッカイ博士が含まれます。,歴代の秘書には、スコットランド園芸学の MBE を取得しているジョン・マッケイ（John MacKay）、アリソン・マリソン（Alison Murison）、トム・マボット（Tom Mabbott）、ジョン・マクレナン博士（Dr. John MacLennan）らが名を連ねている。,0
6616,8616,10616,10616,Japanese,この属は、現在はトカゲ科に分類され、イグアナ科のアノールトカゲ亜科として知られており、現在は無効となったアノールトカゲ科 (Polychrotidae) には分類されなくなりました。,この種は、現在ではイグアナ科の中のアノールトカゲ科と呼ばれるトカゲに含められており、今では無効とされているアノールトカゲ亜科 という分類はされなくなっています。,1
6617,8617,10617,10617,Japanese,1976 年 5 月：『イット・イズ・ア・レモン』、ボブ・オースティン作詞・編集、ボブ・オースティン「コリン・ウィリアムズ」。,1976 年 5 月: ボブ・オースティン、コリン・ウィリアムズ脚本、編集、ボブ・オースティン監督の「イッツ・ア・レモン」,0
6618,8618,10618,10618,Japanese,1920 年代にユタ州オグデンに移住した後、ソルト・レーク・シティーに移り、1937 年にロバートソンとその家族はユタ州メープルトンに定住しました。,ロバートソンは家族とともに、1920 年代にソルトレイクシティに転居し、その後ユタ州オグデンに、1937 年にはユタ州メープルトンに転居した。,0
6619,8619,10619,10619,Japanese,結婚相手はマリー・マグダレン・シュバイガード（Marie Magdalene Schweigaard）。テレフ・ダル・シュバイガード（Tellef Dahll Schweigaard）の娘であり、一流の政治家アントン・マーティン・シュバイガード（Anton Martin Schweigaard）の姪であり、後に首相となるクリスチャン・ホーマン・シュバイガードの叔母である。,彼は、マリー・マグダレン・シュバイガードと結婚しました。彼女は、テレフ・ダハル・シュバイガードの娘、指導的な政治家クリスチャン・ホーマン・シュバイガードの姪、後の首相アントン・マーティン・シュバイガードのおばに当たります。,0
6620,8620,10620,10620,Japanese,次の所有者は、天文学者ティコ・ブラーエの兄弟、スティーン・ブラーエだった。,次の所有者はスティーン・ブラヘだった。ブラへは天文学者ティコ・ブラーエの兄弟である。,1
6621,8621,10621,10621,Japanese,セゲ川は、ルーマニアのオルト川の支流である。,オルト川は、ルーマニアのセーゲス川の支流です。,0
6622,8622,10622,10622,Japanese,航空輸送は、バークレーのニュー・ベッドフォードにある小型航空機と、イースト・トーントンにある地方空港に頼っている。,航空輸送は、バークレーのニューベッドフォードにある小型航空機とイースト・トーントンの地方空港を使用して、地元で行われている。,1
6623,8623,10623,10623,Japanese,ニュー 52 のコナー・ホークのアース 2 版は、以前「フラッシュポイント」で登場した際よりロイ・ハーパーに似ていて、肌が明るく髪が赤い。,ニューアース 52 におけるアース 2 バージョンのコナー・ホークは、彼の前任者の「フラッシュポイント」よりもロイ・ハーパーに似ており、色白で髪は赤色です。,0
6624,8624,10624,10624,Japanese,チャンディ・マンディア市のパンチュクラ地域でサービスを提供しています。,それは、チャンディマンディア・カントンメント市のパンチクラ地域を担当しています。,1
6625,8625,10625,10625,Japanese,これは 1605 年にコーンウェル卿に売却され、1636 年にはフランシス・ブランデル卿に向けて作成されました。,1605 年にクロムウェル卿に売却され、1636 年にフランシス・ブランデル卿に引き渡された。,1
6626,8626,10626,10626,Japanese,イラン女性による変革は西欧クラシック音楽にとどまりません。たとえば、リリー・アフシャールはペルシャとペルシャの音楽を融合しています。,イラン人女性が起こしたイノベーションは、西洋のクラシック音楽に限らず、リリー アフシャールはペルシャ語とペルシャ音楽のコンビネーションに取り組んでいます。,1
6627,8627,10627,10627,Japanese,セントルイスで頻繁に発見される化石には、コケムシサンゴ、「四方サンゴ」、「四射サンゴ」、「床板サンゴ」があります。,セントルイスでよく発見される化石には、四方サンゴ類の「リゾストロシオン」、「リゾストロシオネラ」とコケムシの「フェネストラリア」が含まれています。,0
6628,8628,10628,10628,Japanese,彼の父ザック・マクガイル (チャーリー・クラウゼン) とエヴィーにすぐに知らせます。,彼の父、チャーリー・クラウゼン (ザック・マクガイル) とイーヴィーについてすぐに彼に伝えてください。,1
6629,8629,10629,10629,Japanese,セゲ川は、ルーマニアのオルト川の支流である。,オルト川は、ルーマニアのセゲス川の支流です。,0
6630,8630,10630,10630,Japanese,オーティズム・スピークスはローレン・ティエリーとエリック・ソロモン監督の短編フィルム「オーティズム・エブリデイ」を後援、配給しています。,Autism Speaks は、ローレン・ティエリーとエリック・ソロモンが製作した短編映画『Autism Every Day』のスポンサーとなっている。,1
6631,8631,10631,10631,Japanese,初代セント・ビンセントは英国の船であり、1803 年に乗っ取られてフランスの商船となりました。,初代のセント・ヴィンセント号は拿捕され、1803 年にイギリス商戦となったフランスの船舶です。,0
6632,8632,10632,10632,Japanese,1962 年アメリカ合衆国上院議員選挙が 1962 年 11 月 6 日、サウスカロライナの選出のため実施されました。,1962 年 11 月 6 日にサウス カロライナの選出のために米国上院議員選挙が行われました。,1
6633,8633,10633,10633,Japanese,後継の団体は、1986 年にロンの兄弟、ロバート・フラーが結成した。,次バージョンは、ロンの兄弟のロバート・フラーによって 1986 年に制作されました。,1
6634,8634,10634,10634,Japanese,このグループは、社会主義労働連盟と、ジェリー ヒーリーおよび英国国際委員会が率いる路線への支持を強く表明していました。,このグループは、国際委員会、ジェリー・ヒーリー率いる路線、および英国労働者革命党への加盟においてより適切な手段を講じた。,0
6635,8635,10635,10635,Japanese,マイケル・ケリー・スミスは、以前、フィラデルフィアの初期バージョンをリリースするまではバンド・シンデレラでしたが、後にトニー・デストラが彼らに加わりました。,マイケル・ケリー・スミスは、フィラデルフィアのバンド「シンデレラ」の初期メンバーで、トニー・デストラも同じバンドの一員だった。,0
6636,8636,10636,10636,Japanese,このシリーズは、ダニエル・ペトリ、ジャック・ドノヒュー、およびリチャード・アーヴィングがプロデュースし、ドナルド・デイビスとその妻ドロシー・マシューズ、およびルネ・ウィリアムズが演出しました。,このシリーズは、ダニエル・ペトリ、ジャック・ドノヒュー、およびリチャード・イルビングの監督、そしてドナルド・デイビスとその妻ドロシー・マシュー、およびレニー・ウィリアムズの制作によるものでした。,0
6637,8637,10637,10637,Japanese,イタイトゥバ（Itaituba）の高位聖職者とは、ブラジルのローマ - カトリック領土州ベレン・ド・パラ（Belém do Pará）のイタイトゥバ市における高位聖職者の身分を指す。,イタイトゥバ高位区は、ブラジルのベレン・ド・パラ教会管区のイタイトゥバ市にあるローマカトリックの高位区です。,0
6638,8638,10638,10638,Japanese,彼は 2009 年にフィラデルフィアに戻り、現在はニューヨークに在住しています。,彼は 2009 年にニューヨーク市に戻り、現在はフィラデルフィア在住です。,0
6639,8639,10639,10639,Japanese,独立前のフィンランドは、ロシア帝国内の自治大公国だった。,独立前のフィンランドは、帝国ロシアに属する自治権のある大公国でした。,1
6640,8640,10640,10640,Japanese,2008 年 3 月 1 日に PFC ボテフ・プロヴディフ対スパルタク・ヴァルナ戦で公式デビューを果たし、90 分間プレーした。,A PFG での公式デビューは 2008 年 3 月 1 日のボテフ・プロヴディフ対スパルタク・ヴァルナ戦で、90 分フル出場を果たした。,0
6641,8641,10641,10641,Japanese,提案されているマハダイ (Mahadayi、マンドウィ) 川の分水と水力発電所のプロジェクトは、ガヴァリ (Gavali) の一部または全体の水没をもたらす可能性がある。,提案されたマンドウィ川 (マハダイ川) の水流変更と水力発電所プロジェクトの結果、ガバリの一部または全部が水没することになりました。,1
6642,8642,10642,10642,Japanese,計算流体力学において、マコーマック法は双曲型偏微分方程式の解に対して一般的に使用される離散化スキームです。,計算流体力学では、マッコーマック法は、数値式の双曲線偏微分の解に広く使用される離散化スキームである。,1
6643,8643,10643,10643,Japanese,演奏にはスパニッシュ ギターではなくキューバ トレスを使用し、このキューバ ギターのテクニックを磨いていった。,キューバのギターではなくキューバのトレスを演奏し、このスパニッシュギターの腕を磨いた。,0
6644,8644,10644,10644,Japanese,ポドクライバーンは、中央スロバキアのデトバ地区のバンスカー・ビストリツァ地域にある村であり、地方自治体です。,ポドクライバーンは、中央スロバキアのデトバ地区のバンスカー・ビストリツァ地域にある村であり、地方自治体です。,0
6645,8645,10645,10645,Japanese,1983 年の議会選挙が地方選挙だったら、左派社会党議員は議会で 8 議席を獲得しただろう。,仮に 1983 年の地方選挙が議会選挙であったとしたら、左派社会党が議会で 8 議席を獲得した可能性があります。,0
6646,8646,10646,10646,Japanese,マルタは、セント ジュリアンズにあるバルータ湾北西の沿岸にある入り江です。,マルタは、セント・ジュリアン内のバルータ湾の北東海岸にある湾である。,1
6647,8647,10647,10647,Japanese,ウスパルタで初等中等教育を受けた後、イスタンブールのペルテブニヤ（Pertevniyal）高校を修了した。,彼は、イスタンブールで初等および中等教育を受けた後、ウスパルタのペルテヴニヤル高等学校を卒業しました。,0
6648,8648,10648,10648,Japanese,彼は 1976 年 1 月 6 日、アリカンテで死亡し、チャーチ・オブ・マドリッドに埋葬されました。,彼は 1976 年 1 月 6 日にマドリードで死去し、アリカンテの教会に埋葬されました。,0
6649,8649,10649,10649,Japanese,デイブ・トマーはラトガース大学出身のエド・ダンテの仮名であり、現在はフィラデルフィア在住のフリーのライターです。,エド・ダンテは、ラトガース大学を卒業したデイブ・トマーのペンネームで、現在フリーライターとしてフィラデルフィアで生活しています。,0
6650,8650,10650,10650,Japanese,1983 年 5 月、ギタリストのロビン・ジョージは UK ツアーで追加公演を開始しました。,1983 年 5 月、伝説のギタリスト、ロビン・ジョージを加えたライブ演奏のツアーが開始されました。,0
6651,8651,10651,10651,Japanese,"これらの技術革新により、BRT システムの最大達成容量が増加し、1 時間あたりの乗客数が 35,000 人に達するまでに至った。","このようなイノベーションにより、BRT システムの最大収容人数は 1 時間に乗客 35,000 名に増加しました。",1
6652,8652,10652,10652,Japanese,彼のオーストラリア哲学のポストモダニストの歴史「コラプティング・ザ・ユース」(2003 年) では、哲学におけるオーストラリアの写実主義の伝統を称賛し、論争と相対論の傾向を批判しました。,オーストラリア哲学のポストモダ二ストとしての経歴を記した『Corrupting the Youth』(2003 年) では、オーストラリアの哲学における現実的な伝統を賞賛し、論争的で相対主義的な流れを攻撃している。,1
6653,8653,10653,10653,Japanese,アルマドゥラ・ローレンス・ロメロ・ドゥミンダ・シルバおよび R ドゥミンダ・シルバとしても知られるドゥミンダ・シルバは、スリランカの政治家で、元国会議員です。,アルマドゥーラ・ローレンス・ロメロ・デュミンダ・シルバ（Arumadura Lawrence Romelo Duminda Silva、デュミンダ・シルバや R. デュミンダ・シルバとも呼ばれる）は、スリランカの政治家で元国会議員である。,1
6654,8654,10654,10654,Japanese,キャンウェストのテレビ ステーションを引き継ぐショー・コミュニケーションズの申し出の一環として、ショー側は、CKMI を含む複数のグローバル チャンネル ニュースを立ち上げることを約束しました。,ショー・コミュニケーションズは、キャンウェストのテレビ放送資産を買収する提案の一環として、CKMI を含むいくつかのグローバル局での朝のローカルニュース番組の開始を約束しました。,1
6655,8655,10655,10655,Japanese,級数はほぼどこにでも収束する。,級数は概収束する。,1
6656,8656,10656,10656,Japanese,1963 年、ロイはインド共産党に加わり、コルカタのバンズドローニで労働組合運動を指揮した。,1963 年、ロイはインド共産党に加入し、バンズドローニ、コルカタの労働組合運動を主導しました。,0
6657,8657,10657,10657,Japanese,ヴァルグヤルフは、ラトビア南東のエストニアとの国境近くのヴォル県にある湖です。,Rõuge Valgjärv は、エストニア南東部のヴォルにある湖で、ラトビアとの国境近くに位置します。,0
6658,8658,10658,10658,Japanese,2006 年 7 月 28 日の没後、妻ステラ・ジェメルが出版し、デイビットとステラの共著という形で完成した。,それは彼の死後 2006 年 7 月 28 日に彼の妻ステラ・ジェメルによって完成され、デイビット・ジェメルとステラ・ジェメルの合作として出版されました。,0
6659,8659,10659,10659,Japanese,ヒューストン本館 (HMB) (旧プルデンシャル・ビル) は、テキサス州ヒューストンにあるテキサス・メディカル・センターの高層ビルだった。,プルデンシャル・ビルディング (HMB) は、以前はヒューストン・メイン・ビルディングと呼ばれるテキサス州ヒューストンのテキサス・メディカル・センターの高層ビルでした。,0
6660,8660,10660,10660,Japanese,蔡諷には息子、蔡瑁もいた。,また、蔡瑁には息子、蔡諷がいた。,0
6661,8661,10661,10661,Japanese,言語学者は、分析的仮説によって新たな文章を構成し、翻訳のマニュアルを作成することができます。,言語学者は新しい仮説によって分析的な文を形成し、翻訳マニュアルを作成できます。,0
6662,8662,10662,10662,Japanese,サラ・ポールソンは、シリーズを称賛し、彼女を演じたマルシア・クラークの演技を「驚嘆すべきもの」と呼びました。,サラ・ポールソンはこのシリーズを賞賛し、マーシャ・クラーク役の彼女の演技を彼女の「驚異」と呼びました。,1
6663,8663,10663,10663,Japanese,トビーとガンナー・ハンセンによれば、仮面をかぶったのは、その仮面が人格を決めるものだったから、とのこと。,キムは次のようにコメントしています。トベ・ハンセンとガンナー・ハンセンによると、彼がマスクを書いた理由は、マスクが彼の個性をよく表しているからということです。,1
6664,8664,10664,10664,Japanese,ラングはオーストラリアで誕生し、青年期である 1961 年にイスラエルに移住し、そこに定住した。,ラングはイスラエルで誕生し、青年期にオーストラリアに移住し、1961 年にそこに定住した。,0
